,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
822,CHI,CHI @ CHA,02/09/2022,,W,240,121,46,82,56.1,16,33,48.5,13,19,68.4,5,35,40,27,4,5,14,17,12
823,CHA,CHA vs. CHI,02/09/2022,,L,240,109,40,93,43.0,13,43,30.2,16,23,69.6,11,32,43,26,7,1,9,16,-12
824,DEN,DEN vs. NYK,02/08/2022,,W,240,132,46,85,54.1,16,39,41.0,24,31,77.4,12,40,52,31,5,1,13,18,17
825,NYK,NYK @ DEN,02/08/2022,,L,240,115,45,101,44.6,15,43,34.9,10,12,83.3,14,27,41,25,9,3,9,25,-17
826,DET,DET @ DAL,02/08/2022,,L,240,86,33,87,37.9,5,30,16.7,15,22,68.2,13,32,45,20,5,2,15,24,-30
827,DAL,DAL vs. DET,02/08/2022,,W,240,116,40,79,50.6,18,36,50.0,18,23,78.3,6,41,47,24,10,5,13,18,30
828,HOU,HOU @ NOP,02/08/2022,,L,240,97,32,86,37.2,13,42,31.0,20,31,64.5,18,29,47,19,8,3,21,23,-13
829,NOP,NOP vs. HOU,02/08/2022,,W,240,110,42,80,52.5,8,32,25.0,18,20,90.0,8,35,43,27,10,10,19,29,13
830,MEM,MEM vs. LAC,02/08/2022,,W,240,135,53,103,51.5,9,26,34.6,20,25,80.0,21,34,55,26,12,6,13,18,26
831,LAC,LAC @ MEM,02/08/2022,,L,240,109,40,89,44.9,11,31,35.5,18,24,75.0,11,29,40,25,8,7,17,17,-26
832,IND,IND @ ATL,02/08/2022,,L,240,112,37,93,39.8,10,31,32.3,28,33,84.8,18,25,43,22,10,4,13,16,-21
833,ATL,ATL vs. IND,02/08/2022,,W,240,133,52,90,57.8,17,33,51.5,12,16,75.0,10,33,43,36,8,7,16,26,21
834,BOS,BOS @ BKN,02/08/2022,,W,240,126,50,91,54.9,14,40,35.0,12,16,75.0,11,41,52,32,6,8,14,14,35
835,BKN,BKN vs. BOS,02/08/2022,,L,240,91,38,99,38.4,10,36,27.8,5,13,38.5,15,25,40,22,6,4,14,18,-35
836,PHX,PHX @ PHI,02/08/2022,,W,240,114,43,95,45.3,6,26,23.1,22,24,91.7,11,37,48,27,7,5,8,15,5
837,PHI,PHI vs. PHX,02/08/2022,,L,240,109,41,89,46.1,10,32,31.3,17,18,94.4,6,38,44,24,7,4,15,22,-5
838,LAL,LAL vs. MIL,02/08/2022,,L,240,116,44,85,51.8,10,32,31.3,18,30,60.0,12,29,41,28,7,6,16,20,-15
839,MIL,MIL @ LAL,02/08/2022,,W,240,131,52,96,54.2,15,36,41.7,12,20,60.0,11,31,42,31,10,4,12,24,15
840,MIN,MIN @ SAC,02/08/2022,,W,240,134,50,104,48.1,22,44,50.0,12,17,70.6,16,33,49,34,10,4,14,24,20
841,SAC,SAC vs. MIN,02/08/2022,,L,240,114,41,83,49.4,9,25,36.0,23,26,88.5,5,33,38,29,4,3,19,20,-20
842,ORL,ORL @ POR,02/08/2022,,W,240,113,44,90,48.9,19,38,50.0,6,8,75.0,10,40,50,34,8,7,15,18,18
843,POR,POR vs. ORL,02/08/2022,,L,240,95,32,91,35.2,11,38,28.9,20,26,76.9,17,33,50,21,9,5,13,12,-18
844,UTA,UTA vs. NYK,02/07/2022,,W,240,113,39,93,41.9,12,48,25.0,23,27,85.2,14,35,49,19,6,6,12,26,9
845,NYK,NYK @ UTA,02/07/2022,,L,240,104,36,95,37.9,8,33,24.2,24,35,68.6,20,36,56,18,8,3,16,23,-9
846,CHI,CHI vs. PHX,02/07/2022,,L,240,124,43,90,47.8,10,26,38.5,28,31,90.3,11,29,40,18,7,2,9,18,-3
847,PHX,PHX @ CHI,02/07/2022,,W,240,127,49,90,54.4,12,32,37.5,17,19,89.5,10,34,44,31,5,5,11,23,3
848,OKC,OKC vs. GSW,02/07/2022,,L,240,98,37,90,41.1,11,36,30.6,13,17,76.5,18,32,50,21,8,2,18,14,-12
849,GSW,GSW @ OKC,02/07/2022,,W,240,110,41,82,50.0,15,43,34.9,13,17,76.5,6,34,40,30,12,3,15,19,12
850,TOR,TOR @ CHA,02/07/2022,,W,240,116,41,84,48.8,15,35,42.9,19,29,65.5,14,37,51,21,9,5,18,20,15
851,CHA,CHA vs. TOR,02/07/2022,,L,240,101,39,95,41.1,9,40,22.5,14,16,87.5,9,29,38,28,11,4,13,19,-15
852,WAS,WAS vs. MIA,02/07/2022,,L,240,100,36,80,45.0,7,31,22.6,21,23,91.3,7,26,33,25,10,0,17,18,-21
853,MIA,MIA @ WAS,02/07/2022,,W,240,121,43,76,56.6,18,32,56.3,17,21,81.0,5,32,37,29,9,1,19,23,21
854,DET,DET @ MIN,02/06/2022,,L,240,105,40,95,42.1,12,32,37.5,13,19,68.4,14,33,47,28,6,9,11,22,-13
855,MIN,MIN vs. DET,02/06/2022,,W,240,118,42,91,46.2,17,36,47.2,17,21,81.0,11,40,51,27,6,7,10,19,13
856,DEN,DEN vs. BKN,02/06/2022,,W,240,124,49,94,52.1,10,32,31.3,16,21,76.2,11,44,55,37,7,2,11,20,20
857,BKN,BKN @ DEN,02/06/2022,,L,240,104,36,87,41.4,16,41,39.0,16,22,72.7,8,28,36,24,8,9,10,19,-20
858,MIL,MIL @ LAC,02/06/2022,,W,240,137,48,88,54.5,19,38,50.0,22,27,81.5,7,43,50,28,6,4,10,15,24
859,LAC,LAC vs. MIL,02/06/2022,,L,240,113,40,96,41.7,18,46,39.1,15,16,93.8,10,34,44,26,6,2,10,20,-24
860,NOP,NOP @ HOU,02/06/2022,,W,240,120,41,77,53.2,12,29,41.4,26,36,72.2,5,28,33,29,12,4,13,23,13
861,HOU,HOU vs. NOP,02/06/2022,,L,240,107,40,84,47.6,16,45,35.6,11,16,68.8,5,28,33,28,5,7,18,23,-13
862,BOS,BOS @ ORL,02/06/2022,,W,240,116,45,99,45.5,13,46,28.3,13,14,92.9,16,39,55,29,9,6,16,17,33
863,ORL,ORL vs. BOS,02/06/2022,,L,240,83,29,81,35.8,5,26,19.2,20,21,95.2,8,32,40,17,8,5,19,16,-33
864,IND,IND @ CLE,02/06/2022,,L,240,85,31,83,37.3,8,31,25.8,15,17,88.2,13,34,47,17,5,2,19,26,-13
865,CLE,CLE vs. IND,02/06/2022,,W,240,98,34,84,40.5,11,32,34.4,19,28,67.9,16,34,50,25,9,5,11,22,13
866,DAL,DAL vs. ATL,02/06/2022,,W,240,103,38,88,43.2,16,36,44.4,11,13,84.6,12,36,48,25,8,5,16,25,9
867,ATL,ATL @ DAL,02/06/2022,,L,240,94,37,95,38.9,5,25,20.0,15,16,93.8,15,35,50,21,7,4,12,18,-9
868,CHI,CHI vs. PHI,02/06/2022,,L,240,108,39,81,48.1,7,26,26.9,23,26,88.5,6,32,38,21,3,4,8,19,-11
869,PHI,PHI @ CHI,02/06/2022,,W,240,119,45,84,53.6,12,24,50.0,17,21,81.0,4,34,38,29,5,5,11,17,11
870,POR,POR vs. MIL,02/05/2022,,L,240,108,41,85,48.2,14,45,31.1,12,21,57.1,9,29,38,25,6,6,16,18,-29
871,MIL,MIL @ POR,02/05/2022,,W,240,137,49,92,53.3,23,50,46.0,16,22,72.7,10,34,44,36,9,6,10,18,29
872,SAC,SAC vs. OKC,02/05/2022,,W,240,113,43,83,51.8,12,32,37.5,15,22,68.2,7,40,47,30,13,4,16,15,10
873,OKC,OKC @ SAC,02/05/2022,,L,240,103,42,87,48.3,9,30,30.0,10,16,62.5,7,34,41,23,8,1,14,16,-10
874,PHX,PHX @ WAS,02/05/2022,,W,240,95,40,99,40.4,8,31,25.8,7,14,50.0,20,44,64,26,6,7,10,16,15
875,WAS,WAS vs. PHX,02/05/2022,,L,240,80,30,85,35.3,5,24,20.8,15,19,78.9,8,34,42,14,8,4,9,17,-15
876,CHA,CHA vs. MIA,02/05/2022,,L,240,86,33,86,38.4,10,36,27.8,10,16,62.5,12,38,50,23,4,5,20,19,-18
877,MIA,MIA @ CHA,02/05/2022,,W,240,104,38,91,41.8,11,32,34.4,17,18,94.4,11,38,49,27,14,6,12,17,18
878,MEM,MEM @ ORL,02/05/2022,,W,240,135,53,105,50.5,13,39,33.3,16,22,72.7,16,46,62,33,6,5,8,21,20
879,ORL,ORL vs. MEM,02/05/2022,,L,240,115,39,90,43.3,17,48,35.4,20,29,69.0,7,31,38,27,2,2,9,20,-20
880,LAL,LAL vs. NYK,02/05/2022,,W,265,122,48,102,47.1,9,34,26.5,17,28,60.7,14,43,57,29,8,7,13,23,7
881,NYK,NYK @ LAL,02/05/2022,,L,265,115,39,98,39.8,11,38,28.9,26,36,72.2,15,41,56,24,8,4,14,26,-7
882,PHI,PHI @ DAL,02/04/2022,,L,240,98,36,70,51.4,9,27,33.3,17,23,73.9,6,30,36,23,5,5,14,22,-9
883,DAL,DAL vs. PHI,02/04/2022,,W,240,107,39,85,45.9,10,34,29.4,19,23,82.6,11,29,40,22,8,0,11,18,9
884,NOP,NOP @ DEN,02/04/2022,,W,240,113,42,75,56.0,8,25,32.0,21,23,91.3,5,33,38,27,8,5,15,18,8
885,DEN,DEN vs. NOP,02/04/2022,,L,240,105,35,78,44.9,19,41,46.3,16,17,94.1,7,24,31,22,9,4,15,20,-8
886,BKN,BKN @ UTA,02/04/2022,,L,240,102,41,99,41.4,12,34,35.3,8,11,72.7,16,26,42,25,10,2,10,12,-23
887,UTA,UTA vs. BKN,02/04/2022,,W,240,125,48,85,56.5,17,38,44.7,12,14,85.7,9,41,50,33,7,5,18,16,23
888,SAS,SAS vs. HOU,02/04/2022,,W,240,131,51,89,57.3,13,28,46.4,16,20,80.0,11,33,44,33,14,5,13,25,25
889,HOU,HOU @ SAS,02/04/2022,,L,240,106,36,83,43.4,11,33,33.3,23,29,79.3,9,26,35,15,9,6,19,20,-25
890,TOR,TOR vs. ATL,02/04/2022,,W,240,125,46,81,56.8,17,27,63.0,16,18,88.9,8,37,45,29,7,4,17,18,11
891,ATL,ATL @ TOR,02/04/2022,,L,240,114,43,93,46.2,9,29,31.0,19,21,90.5,13,27,40,27,12,4,9,16,-11
892,IND,IND vs. CHI,02/04/2022,,L,240,115,47,95,49.5,12,27,44.4,9,9,100.0,10,27,37,25,3,3,13,19,-7
893,CHI,CHI @ IND,02/04/2022,,W,240,122,49,90,54.4,6,26,23.1,18,23,78.3,10,33,43,30,5,6,9,17,7
894,CHA,CHA vs. CLE,02/04/2022,,L,240,101,38,92,41.3,14,43,32.6,11,12,91.7,15,37,52,27,9,2,14,22,-1
895,CLE,CLE @ CHA,02/04/2022,,W,240,102,36,90,40.0,14,35,40.0,16,20,80.0,15,36,51,26,7,0,12,17,1
896,DET,DET vs. BOS,02/04/2022,,L,240,93,34,104,32.7,10,26,38.5,15,20,75.0,20,36,56,18,5,4,11,24,-9
897,BOS,BOS @ DET,02/04/2022,,W,240,102,37,82,45.1,9,28,32.1,19,25,76.0,11,44,55,23,4,9,14,17,9
898,POR,POR vs. OKC,02/04/2022,,L,240,93,40,101,39.6,6,33,18.2,7,10,70.0,17,36,53,18,7,4,12,18,-3
899,OKC,OKC @ POR,02/04/2022,,W,240,96,33,87,37.9,15,42,35.7,15,21,71.4,13,39,52,24,5,6,15,18,3
900,LAC,LAC vs. LAL,02/03/2022,,W,240,111,46,89,51.7,13,30,43.3,6,11,54.5,7,36,43,29,5,6,10,22,1
901,LAL,LAL @ LAC,02/03/2022,,L,240,110,41,88,46.6,11,29,37.9,17,25,68.0,11,33,44,19,6,6,11,13,-1
902,SAC,SAC @ GSW,02/03/2022,,L,240,114,42,80,52.5,11,31,35.5,19,23,82.6,5,20,25,29,13,3,16,16,-12
903,GSW,GSW vs. SAC,02/03/2022,,W,240,126,47,84,56.0,20,42,47.6,12,16,75.0,9,31,40,27,11,3,16,19,12
904,TOR,TOR vs. CHI,02/03/2022,,W,265,127,48,113,42.5,14,36,38.9,17,19,89.5,22,36,58,30,10,5,12,17,7
905,CHI,CHI @ TOR,02/03/2022,,L,265,120,43,90,47.8,12,29,41.4,22,24,91.7,10,41,51,30,8,7,17,19,-7
906,ATL,ATL vs. PHX,02/03/2022,,W,240,124,44,84,52.4,20,40,50.0,16,22,72.7,6,35,41,25,6,1,15,21,9
907,PHX,PHX @ ATL,02/03/2022,,L,240,115,46,88,52.3,9,32,28.1,14,18,77.8,6,33,39,30,11,2,11,20,-9
908,MIN,MIN @ DET,02/03/2022,,W,240,128,44,87,50.6,15,34,44.1,25,28,89.3,9,33,42,29,11,3,14,18,11
909,DET,DET vs. MIN,02/03/2022,,L,240,117,40,91,44.0,15,46,32.6,22,28,78.6,13,32,45,27,3,6,16,24,-11
910,MIA,MIA @ SAS,02/03/2022,,W,240,112,42,83,50.6,12,30,40.0,16,18,88.9,7,35,42,27,13,3,14,27,17
911,SAS,SAS vs. MIA,02/03/2022,,L,240,95,30,80,37.5,8,33,24.2,27,38,71.1,12,31,43,21,9,5,17,19,-17
912,NYK,NYK vs. MEM,02/02/2022,,L,240,108,38,88,43.2,12,36,33.3,20,26,76.9,13,35,48,23,5,10,15,19,-12
913,MEM,MEM @ NYK,02/02/2022,,W,240,120,44,102,43.1,16,39,41.0,16,23,69.6,15,36,51,30,11,5,11,18,12
914,CHA,CHA @ BOS,02/02/2022,,L,240,107,37,87,42.5,12,40,30.0,21,27,77.8,14,32,46,18,12,4,16,20,-6
915,BOS,BOS vs. CHA,02/02/2022,,W,240,113,42,82,51.2,14,36,38.9,15,17,88.2,6,36,42,31,9,5,19,21,6
916,IND,IND vs. ORL,02/02/2022,,L,240,118,44,98,44.9,14,32,43.8,16,23,69.6,7,39,46,25,7,1,8,19,-1
917,ORL,ORL @ IND,02/02/2022,,W,240,119,42,95,44.2,11,35,31.4,24,26,92.3,9,43,52,29,5,3,12,21,1
918,PHI,PHI vs. WAS,02/02/2022,,L,240,103,41,91,45.1,11,27,40.7,10,13,76.9,10,31,41,23,2,4,4,20,-3
919,WAS,WAS @ PHI,02/02/2022,,W,240,106,41,90,45.6,9,22,40.9,15,19,78.9,15,37,52,25,1,5,10,14,3
920,LAL,LAL vs. POR,02/02/2022,,W,240,99,33,78,42.3,11,30,36.7,22,33,66.7,12,41,53,25,8,7,17,18,5
921,POR,POR @ LAL,02/02/2022,,L,240,94,35,98,35.7,14,42,33.3,10,19,52.6,18,37,55,23,11,3,13,28,-5
922,DEN,DEN @ UTA,02/02/2022,,L,240,104,42,79,53.2,11,28,39.3,9,12,75.0,7,32,39,24,5,7,14,20,-4
923,UTA,UTA vs. DEN,02/02/2022,,W,240,108,42,86,48.8,7,29,24.1,17,22,77.3,8,29,37,21,8,4,8,12,4
924,SAC,SAC vs. BKN,02/02/2022,,W,240,112,41,93,44.1,14,42,33.3,16,18,88.9,15,33,48,23,8,7,14,15,11
925,BKN,BKN @ SAC,02/02/2022,,L,240,101,41,84,48.8,8,25,32.0,11,14,78.6,10,30,40,22,7,12,13,16,-11
926,DAL,DAL vs. OKC,02/02/2022,,L,265,114,46,98,46.9,14,43,32.6,8,10,80.0,13,26,39,28,12,8,14,21,-6
927,OKC,OKC @ DAL,02/02/2022,,W,265,120,41,86,47.7,17,37,45.9,21,25,84.0,14,36,50,25,6,8,20,16,6
928,HOU,HOU vs. CLE,02/02/2022,,W,240,115,39,82,47.6,14,40,35.0,23,33,69.7,8,29,37,25,11,3,12,23,11
929,CLE,CLE @ HOU,02/02/2022,,L,240,104,41,80,51.3,7,21,33.3,15,27,55.6,12,36,48,23,6,4,19,27,-11
930,BKN,BKN @ PHX,02/01/2022,,L,240,111,40,81,49.4,16,40,40.0,15,21,71.4,6,27,33,25,7,1,12,27,-10
931,PHX,PHX vs. BKN,02/01/2022,,W,240,121,42,76,55.3,11,31,35.5,26,31,83.9,7,30,37,26,8,4,16,19,10
932,SAS,SAS vs. GSW,02/01/2022,,L,240,120,46,83,55.4,16,33,48.5,12,17,70.6,5,29,34,33,7,7,14,17,-4
933,GSW,GSW @ SAS,02/01/2022,,W,240,124,43,96,44.8,20,46,43.5,18,18,100.0,15,31,46,30,10,3,16,17,4
934,ORL,ORL @ CHI,02/01/2022,,L,240,115,46,93,49.5,14,39,35.9,9,11,81.8,3,33,36,33,7,4,9,18,-11
935,CHI,CHI vs. ORL,02/01/2022,,W,240,126,46,90,51.1,11,30,36.7,23,29,79.3,11,38,49,25,5,6,10,15,11
936,DEN,DEN @ MIN,02/01/2022,,L,240,115,38,89,42.7,14,44,31.8,25,28,89.3,10,36,46,27,7,4,12,17,-15
937,MIN,MIN vs. DEN,02/01/2022,,W,240,130,46,93,49.5,19,45,42.2,19,25,76.0,13,39,52,35,8,9,10,21,15
938,TOR,TOR vs. MIA,02/01/2022,,W,240,110,39,81,48.1,12,26,46.2,20,29,69.0,15,28,43,20,9,3,15,24,4
939,MIA,MIA @ TOR,02/01/2022,,L,240,106,38,78,48.7,8,30,26.7,22,25,88.0,10,28,38,26,8,1,17,25,-4
940,WAS,WAS @ MIL,02/01/2022,,L,240,98,36,82,43.9,12,35,34.3,14,20,70.0,7,33,40,22,4,5,12,16,-14
941,MIL,MIL vs. WAS,02/01/2022,,W,240,112,46,92,50.0,12,38,31.6,8,9,88.9,8,36,44,26,7,2,9,17,14
942,NOP,NOP @ DET,02/01/2022,,W,240,111,39,89,43.8,8,28,28.6,25,28,89.3,16,30,46,24,8,5,17,17,10
943,DET,DET vs. NOP,02/01/2022,,L,240,101,41,84,48.8,8,32,25.0,11,14,78.6,6,29,35,21,7,3,19,25,-10
944,HOU,HOU vs. GSW,01/31/2022,,L,240,108,36,84,42.9,16,43,37.2,20,29,69.0,9,28,37,25,4,3,17,19,-14
945,GSW,GSW @ HOU,01/31/2022,,W,240,122,43,80,53.8,17,40,42.5,19,23,82.6,7,34,41,23,10,8,15,24,14
946,POR,POR @ OKC,01/31/2022,,L,240,81,34,81,42.0,7,38,18.4,6,8,75.0,6,35,41,18,7,6,15,20,-17
947,OKC,OKC vs. POR,01/31/2022,,W,240,98,35,86,40.7,12,41,29.3,16,17,94.1,11,39,50,22,6,3,13,13,17
948,NYK,NYK vs. SAC,01/31/2022,,W,240,116,40,80,50.0,13,35,37.1,23,29,79.3,8,39,47,25,12,5,17,20,20
949,SAC,SAC @ NYK,01/31/2022,,L,240,96,37,86,43.0,11,38,28.9,11,22,50.0,9,27,36,24,6,5,16,23,-20
950,TOR,TOR @ ATL,01/31/2022,,W,240,106,38,89,42.7,18,36,50.0,12,17,70.6,6,37,43,21,7,8,8,15,6
951,ATL,ATL vs. TOR,01/31/2022,,L,240,100,37,81,45.7,12,32,37.5,14,16,87.5,5,41,46,28,6,5,15,20,-6
952,BOS,BOS vs. MIA,01/31/2022,,W,240,122,44,84,52.4,16,42,38.1,18,27,66.7,9,35,44,24,9,6,10,15,30
953,MIA,MIA @ BOS,01/31/2022,,L,240,92,34,87,39.1,17,44,38.6,7,10,70.0,10,28,38,25,6,2,19,22,-30
954,PHI,PHI vs. MEM,01/31/2022,,W,265,122,49,100,49.0,11,31,35.5,13,15,86.7,14,35,49,30,8,12,21,23,3
955,MEM,MEM @ PHI,01/31/2022,,L,265,119,47,102,46.1,6,30,20.0,19,28,67.9,15,33,48,18,14,6,14,15,-3
956,NOP,NOP @ CLE,01/31/2022,,L,240,90,33,85,38.8,6,30,20.0,18,21,85.7,16,35,51,26,6,8,13,18,-3
957,CLE,CLE vs. NOP,01/31/2022,,W,240,93,36,84,42.9,9,31,29.0,12,14,85.7,7,30,37,26,6,9,10,19,3
958,LAC,LAC @ IND,01/31/2022,,L,240,116,45,96,46.9,15,44,34.1,11,13,84.6,10,31,41,25,7,5,10,15,-6
959,IND,IND vs. LAC,01/31/2022,,W,240,122,50,95,52.6,14,29,48.3,8,12,66.7,11,39,50,31,3,5,12,12,6
960,LAC,LAC @ CHA,01/30/2022,,W,240,115,44,84,52.4,11,28,39.3,16,19,84.2,6,54,60,23,5,6,18,23,25
961,CHA,CHA vs. LAC,01/30/2022,,L,240,90,32,98,32.7,8,34,23.5,18,27,66.7,11,33,44,24,8,2,9,15,-25
962,DEN,DEN @ MIL,01/30/2022,,W,240,136,53,88,60.2,23,43,53.5,7,10,70.0,6,35,41,39,8,3,10,15,36
963,MIL,MIL vs. DEN,01/30/2022,,L,240,100,37,78,47.4,10,30,33.3,16,22,72.7,6,26,32,23,6,3,15,10,-36
964,POR,POR @ CHI,01/30/2022,,L,240,116,43,83,51.8,18,39,46.2,12,16,75.0,5,31,36,23,4,3,12,12,-14
965,CHI,CHI vs. POR,01/30/2022,,W,240,130,50,90,55.6,13,32,40.6,17,18,94.4,8,36,44,36,10,3,7,16,14
966,LAL,LAL @ ATL,01/30/2022,,L,240,121,47,87,54.0,15,35,42.9,12,23,52.2,6,32,38,29,5,2,13,24,-8
967,ATL,ATL vs. LAL,01/30/2022,,W,240,129,49,84,58.3,10,31,32.3,21,32,65.6,8,37,45,31,7,0,12,21,8
968,SAS,SAS @ PHX,01/30/2022,,L,240,110,45,100,45.0,13,37,35.1,7,8,87.5,11,32,43,27,6,3,11,15,-5
969,PHX,PHX vs. SAS,01/30/2022,,W,240,115,48,97,49.5,11,32,34.4,8,12,66.7,11,35,46,31,6,5,8,12,5
970,MIN,MIN vs. UTA,01/30/2022,,W,240,126,49,89,55.1,13,31,41.9,15,18,83.3,10,30,40,35,11,2,16,15,20
971,UTA,UTA @ MIN,01/30/2022,,L,240,106,38,81,46.9,15,40,37.5,15,21,71.4,9,29,38,23,8,4,20,24,-20
972,DAL,DAL @ ORL,01/30/2022,,L,240,108,39,81,48.1,16,38,42.1,14,18,77.8,7,33,40,22,9,4,18,19,-2
973,ORL,ORL vs. DAL,01/30/2022,,W,240,110,43,84,51.2,11,34,32.4,13,16,81.3,9,31,40,26,8,1,16,16,2
974,DET,DET vs. CLE,01/30/2022,,W,240,115,42,91,46.2,10,26,38.5,21,25,84.0,16,32,48,26,7,4,9,21,10
975,CLE,CLE @ DET,01/30/2022,,L,240,105,38,82,46.3,13,34,38.2,16,25,64.0,12,29,41,25,6,6,13,20,-10
976,TOR,TOR @ MIA,01/29/2022,,W,315,124,47,107,43.9,16,45,35.6,14,18,77.8,12,41,53,24,15,9,17,22,4
977,MIA,MIA vs. TOR,01/29/2022,,L,315,120,45,110,40.9,16,50,32.0,14,20,70.0,19,42,61,26,12,6,24,26,-4
978,MEM,MEM vs. WAS,01/29/2022,,W,240,115,46,100,46.0,13,31,41.9,10,12,83.3,21,39,60,24,8,10,9,21,20
979,WAS,WAS @ MEM,01/29/2022,,L,240,95,35,84,41.7,10,29,34.5,15,21,71.4,7,30,37,27,6,5,12,12,-20
980,SAC,SAC @ PHI,01/29/2022,,L,240,101,36,82,43.9,12,35,34.3,17,20,85.0,10,33,43,24,9,2,13,21,-2
981,PHI,PHI vs. SAC,01/29/2022,,W,240,103,36,70,51.4,12,30,40.0,19,26,73.1,3,33,36,24,8,3,18,17,2
982,DAL,DAL vs. IND,01/29/2022,,W,240,132,51,96,53.1,16,34,47.1,14,22,63.6,11,35,46,31,8,7,5,19,27
983,IND,IND @ DAL,01/29/2022,,L,240,105,40,91,44.0,9,33,27.3,16,23,69.6,10,37,47,25,1,7,11,21,-27
984,NOP,NOP vs. BOS,01/29/2022,,L,240,97,36,82,43.9,8,32,25.0,17,23,73.9,9,31,40,22,8,0,15,14,-10
985,BOS,BOS @ NOP,01/29/2022,,W,240,107,43,81,53.1,14,41,34.1,7,11,63.6,6,37,43,31,6,7,15,19,10
986,BKN,BKN @ GSW,01/29/2022,,L,240,106,39,98,39.8,11,28,39.3,17,21,81.0,18,34,52,21,7,10,11,15,-4
987,GSW,GSW vs. BKN,01/29/2022,,W,240,110,40,98,40.8,14,45,31.1,16,18,88.9,16,39,55,24,8,8,12,23,4
988,MIL,MIL vs. NYK,01/28/2022,,W,240,123,41,89,46.1,14,43,32.6,27,31,87.1,11,36,47,27,11,1,13,24,15
989,NYK,NYK @ MIL,01/28/2022,,L,240,108,39,84,46.4,14,40,35.0,16,28,57.1,11,34,45,21,6,4,14,23,-15
990,PHX,PHX vs. MIN,01/28/2022,,W,240,134,43,84,51.2,20,39,51.3,28,37,75.7,10,39,49,36,4,2,12,22,10
991,MIN,MIN @ PHX,01/28/2022,,L,240,124,44,90,48.9,14,39,35.9,22,27,81.5,8,30,38,20,7,6,7,26,-10
992,CHI,CHI @ SAS,01/28/2022,,L,240,122,46,88,52.3,8,30,26.7,22,26,84.6,4,33,37,22,5,2,6,16,-9
993,SAS,SAS vs. CHI,01/28/2022,,W,240,131,50,95,52.6,16,37,43.2,15,18,83.3,10,34,44,35,3,1,7,18,9
994,IND,IND @ OKC,01/28/2022,,W,265,113,41,95,43.2,13,39,33.3,18,29,62.1,19,41,60,25,7,6,21,20,3
995,OKC,OKC vs. IND,01/28/2022,,L,265,110,43,95,45.3,14,43,32.6,10,17,58.8,10,33,43,22,12,6,14,27,-3
996,LAC,LAC @ MIA,01/28/2022,,L,240,114,41,92,44.6,9,35,25.7,23,32,71.9,9,28,37,22,7,3,13,21,-7
997,MIA,MIA vs. LAC,01/28/2022,,W,240,121,40,85,47.1,15,34,44.1,26,27,96.3,12,39,51,28,6,3,18,23,7
998,MEM,MEM vs. UTA,01/28/2022,,W,240,119,46,82,56.1,9,23,39.1,18,24,75.0,8,34,42,27,9,7,15,19,10
999,UTA,UTA @ MEM,01/28/2022,,L,240,109,37,85,43.5,17,46,37.0,18,21,85.7,11,26,37,20,10,3,18,16,-10
1000,POR,POR @ HOU,01/28/2022,,W,240,125,46,81,56.8,17,39,43.6,16,20,80.0,4,30,34,20,10,4,15,24,15
1001,HOU,HOU vs. POR,01/28/2022,,L,240,110,38,79,48.1,10,41,24.4,24,31,77.4,5,33,38,25,6,3,19,22,-15
1002,NOP,NOP vs. DEN,01/28/2022,,L,240,105,35,90,38.9,5,34,14.7,30,33,90.9,14,29,43,23,14,4,13,19,-11
1003,DEN,DEN @ NOP,01/28/2022,,W,240,116,41,82,50.0,12,33,36.4,22,25,88.0,9,34,43,29,9,4,21,22,11
1004,CHA,CHA vs. LAL,01/28/2022,,W,240,117,43,83,51.8,11,36,30.6,20,28,71.4,11,39,50,25,4,5,12,24,3
1005,LAL,LAL @ CHA,01/28/2022,,L,240,114,38,91,41.8,15,40,37.5,23,32,71.9,12,32,44,19,7,3,7,23,-3
1006,ATL,ATL vs. BOS,01/28/2022,,W,240,108,41,89,46.1,12,31,38.7,14,20,70.0,9,34,43,19,10,11,12,21,16
1007,BOS,BOS @ ATL,01/28/2022,,L,240,92,30,86,34.9,7,36,19.4,25,27,92.6,16,36,52,15,5,8,18,25,-16
1008,ORL,ORL vs. DET,01/28/2022,,W,240,119,41,83,49.4,12,25,48.0,25,26,96.2,8,39,47,28,5,7,17,22,16
1009,DET,DET @ ORL,01/28/2022,,L,240,103,32,87,36.8,10,29,34.5,29,37,78.4,14,27,41,23,10,9,10,24,-16
1010,LAL,LAL @ PHI,01/27/2022,,L,240,87,36,88,40.9,6,29,20.7,9,9,100.0,9,33,42,19,7,9,19,16,-18
1011,PHI,PHI vs. LAL,01/27/2022,,W,240,105,41,82,50.0,13,35,37.1,10,17,58.8,3,38,41,30,8,5,15,14,18
1012,GSW,GSW vs. MIN,01/27/2022,,W,240,124,44,82,53.7,21,36,58.3,15,21,71.4,10,37,47,31,8,3,19,23,9
1013,MIN,MIN @ GSW,01/27/2022,,L,240,115,42,95,44.2,10,44,22.7,21,27,77.8,10,31,41,22,10,4,9,15,-9
1014,ORL,ORL vs. LAC,01/26/2022,,L,240,102,38,84,45.2,9,35,25.7,17,22,77.3,8,31,39,29,9,3,13,23,-9
